Ep,Step,Reward,Total_reward,Action,Epsilon,Done,Termination_Code
1,1,0,0,5,1,0
1,2,0,0,4,1,0
1,3,0,0,2,1,0
1,4,-1,-1,2,1,0
1,5,0,-1,0,1,0
1,6,0,-1,5,1,0
1,7,0,-1,3,1,0
1,8,0,-1,3,1,0
1,9,0,-1,5,1,0
1,10,-10,-11,3,1,1
2,1,50,50,5,1,0
2,2,50,100,5,1,0
2,3,50,150,5,1,0
2,4,-1,149,0,1,0
2,5,-1,148,5,1,0
2,6,0,148,1,1,0
2,7,-1,147,3,1,0
2,8,-13,134,1,1,1
3,1,-1,-1,3,1,0
3,2,-1,-2,2,1,0
3,3,-1,-3,4,1,0
3,4,-1,-4,4,1,0
3,5,-1,-5,2,1,0
3,6,-3,-8,0,1,0
3,7,-3,-11,0,1,0
3,8,-3,-14,4,1,0
3,9,-3,-17,4,1,0
3,10,0,-17,0,1,0
3,11,-3,-20,0,1,0
3,12,-1,-21,0,1,0
3,13,0,-21,2,1,0
3,14,0,-21,2,1,0
3,15,0,-21,3,1,0
3,16,0,-21,5,1,0
3,17,-10,-31,5,1,1
4,1,0,0,1,1,0
4,2,50,50,5,1,0
4,3,-1,49,1,1,0
4,4,-3,46,3,1,0
4,5,-3,43,4,1,0
4,6,0,43,3,1,0
4,7,0,43,3,1,0
4,8,0,43,5,1,0
4,9,0,43,0,1,0
4,10,0,43,5,1,0
4,11,0,43,4,1,0
4,12,-3,40,3,1,0
4,13,0,40,0,1,0
4,14,-10,30,0,1,1
5,1,-3,-3,1,1,0
5,2,-3,-6,5,1,0
5,3,-1,-7,1,1,0
5,4,-13,-20,0,1,1
6,1,-3,-3,3,1,0
6,2,-3,-6,5,1,0
6,3,-3,-9,5,1,0
6,4,0,-9,0,1,0
6,5,0,-9,4,1,0
6,6,-3,-12,2,1,0
6,7,0,-12,0,1,0
6,8,-13,-25,1,1,1
7,1,-1,-1,4,1,0
7,2,0,-1,0,1,0
7,3,0,-1,0,1,0
7,4,-1,-2,0,1,0
7,5,0,-2,3,1,0
7,6,0,-2,3,1,0
7,7,0,-2,0,1,0
7,8,0,-2,0,1,0
7,9,0,-2,1,1,0
7,10,-11,-13,3,1,1
8,1,0,0,4,1,0
8,2,0,0,1,1,0
8,3,0,0,4,1,0
8,4,0,0,0,1,0
8,5,0,0,1,1,0
8,6,-1,-1,1,1,0
8,7,-1,-2,2,1,0
8,8,0,-2,2,1,0
8,9,-1,-3,3,1,0
8,10,-1,-4,4,1,0
8,11,0,-4,2,1,0
8,12,-11,-15,0,1,1
9,1,0,0,1,1,0
9,2,0,0,5,1,0
9,3,0,0,3,1,0
9,4,0,0,5,1,0
9,5,0,0,0,1,0
9,6,0,0,2,1,0
9,7,0,0,0,1,0
9,8,0,0,5,1,0
9,9,0,0,4,1,0
9,10,0,0,4,1,0
9,11,0,0,5,1,0
9,12,0,0,2,1,0
9,13,-3,-3,0,1,0
9,14,-3,-6,5,1,0
9,15,-3,-9,5,1,0
9,16,-10,-19,2,1,1
10,1,-3,-3,5,1,0
10,2,0,-3,1,1,0
10,3,0,-3,4,1,0
10,4,0,-3,5,1,0
10,5,0,-3,4,1,0
10,6,-3,-6,0,1,0
10,7,-3,-9,5,1,0
10,8,0,-9,0,1,0
10,9,-13,-22,1,1,1
11,1,0,0,1,1,0
11,2,-10,-10,3,1,1
12,1,0,0,3,1,0
12,2,-1,-1,3,1,0
12,3,-1,-2,4,1,0
12,4,0,-2,2,1,0
12,5,-1,-3,0,1,0
12,6,-1,-4,4,1,0
12,7,0,-4,0,1,0
12,8,0,-4,2,1,0
12,9,0,-4,4,1,0
12,10,0,-4,4,1,0
12,11,0,-4,2,1,0
12,12,-3,-7,2,1,0
12,13,0,-7,1,1,0
12,14,0,-7,4,1,0
12,15,-3,-10,0,1,0
12,16,0,-10,1,1,0
12,17,50,40,5,1,0
12,18,0,40,4,1,0
12,19,0,40,4,1,0
12,20,-1,39,3,1,0
12,21,0,39,2,1,0
12,22,-3,36,2,1,0
12,23,-1,35,2,1,0
12,24,0,35,1,1,0
12,25,0,35,3,1,0
12,26,-11,24,3,1,1
13,1,-3,-3,4,1,0
13,2,-1,-4,0,1,0
13,3,-3,-7,2,1,0
13,4,-1,-8,3,1,0
13,5,-3,-11,3,1,0
13,6,-3,-14,4,1,0
13,7,-1,-15,2,1,0
13,8,-1,-16,4,1,0
13,9,-1,-17,5,1,0
13,10,-13,-30,2,1,1
14,1,-3,-3,2,1,0
14,2,0,-3,1,1,0
14,3,0,-3,3,1,0
14,4,0,-3,1,1,0
14,5,0,-3,2,1,0
14,6,0,-3,3,1,0
14,7,-3,-6,3,1,0
14,8,-10,-16,3,1,1
15,1,-10,-10,3,1,1
16,1,0,0,0,1,0
16,2,0,0,3,1,0
16,3,0,0,1,1,0
16,4,0,0,1,1,0
16,5,0,0,2,1,0
16,6,0,0,5,1,0
16,7,0,0,3,1,0
16,8,-1,-1,3,1,0
16,9,-1,-2,4,1,0
16,10,-3,-5,3,1,0
16,11,-3,-8,4,1,0
16,12,-3,-11,0,1,0
16,13,-3,-14,4,1,0
16,14,-3,-17,5,1,0
16,15,-3,-20,4,1,0
16,16,-3,-23,4,1,0
16,17,-1,-24,0,1,0
16,18,0,-24,2,1,0
16,19,-1,-25,3,1,0
16,20,-1,-26,5,1,0
16,21,0,-26,2,1,0
16,22,-11,-37,3,1,1
17,1,0,0,1,1,0
17,2,0,0,3,1,0
17,3,-3,-3,3,1,0
17,4,-3,-6,5,1,0
17,5,0,-6,1,1,0
17,6,0,-6,4,1,0
17,7,0,-6,1,1,0
17,8,0,-6,2,1,0
17,9,0,-6,4,1,0
17,10,0,-6,2,1,0
17,11,0,-6,0,1,0
17,12,0,-6,0,1,0
17,13,-1,-7,0,1,0
17,14,0,-7,0,1,0
17,15,0,-7,2,1,0
17,16,0,-7,1,1,0
17,17,-13,-20,2,1,1
18,1,0,0,1,1,0
18,2,0,0,0,1,0
18,3,0,0,4,1,0
18,4,0,0,4,1,0
18,5,0,0,2,1,0
18,6,0,0,3,1,0
18,7,0,0,5,1,0
18,8,0,0,4,1,0
18,9,0,0,4,1,0
18,10,0,0,5,1,0
18,11,0,0,0,1,0
18,12,0,0,2,1,0
18,13,0,0,3,1,0
18,14,0,0,4,1,0
18,15,0,0,3,1,0
18,16,0,0,0,1,0
18,17,0,0,4,1,0
18,18,0,0,3,1,0
18,19,0,0,5,1,0
18,20,0,0,0,1,0
18,21,-10,-10,3,1,1
19,1,50,50,5,1,0
19,2,-1,49,3,1,0
19,3,0,49,3,1,0
19,4,-1,48,2,1,0
19,5,0,48,1,1,0
19,6,0,48,1,1,0
19,7,0,48,4,1,0
19,8,0,48,2,1,0
19,9,-1,47,0,1,0
19,10,0,47,0,1,0
19,11,-11,36,3,1,1
20,1,0,0,0,1,0
20,2,0,0,3,1,0
20,3,0,0,3,1,0
20,4,0,0,3,1,0
20,5,0,0,2,1,0
20,6,-3,-3,0,1,0
20,7,0,-3,2,1,0
20,8,0,-3,1,1,0
20,9,0,-3,2,1,0
20,10,0,-3,5,1,0
20,11,0,-3,2,1,0
20,12,-10,-13,1,1,1
21,1,0,0,4,1,0
21,2,-3,-3,3,1,0
21,3,-3,-6,5,1,0
21,4,-3,-9,4,1,0
21,5,-3,-12,4,1,0
21,6,-3,-15,3,1,0
21,7,-1,-16,3,1,0
21,8,0,-16,1,1,0
21,9,-1,-17,1,1,0
21,10,-1,-18,5,1,0
21,11,-1,-19,4,1,0
21,12,-3,-22,2,1,0
21,13,-3,-25,5,1,0
